timestamp,price,short_ma,long_ma,signal,portfolio_value,daily_return
2025-10-20 12:04:20.049658+09:00,108683.30,108589.34,,HOLD,1000000.00,0.000000
2025-10-20 12:05:20.358300+09:00,108702.32,108603.20,,HOLD,1000000.00,0.000000
2025-10-20 12:06:20.655009+09:00,108707.41,108615.75,,HOLD,1000000.00,0.000000
2025-10-20 12:07:20.961775+09:00,108672.67,108623.68,,HOLD,1000000.00,0.000000
2025-10-20 12:08:21.269062+09:00,108615.26,108627.90,,HOLD,1000000.00,0.000000
2025-10-20 12:09:21.577225+09:00,108571.60,108631.40,,HOLD,1000000.00,0.000000
2025-10-20 12:10:21.887446+09:00,108606.66,108637.14,,HOLD,1000000.00,0.000000
2025-10-20 12:11:22.195064+09:00,108630.23,108640.95,,HOLD,1000000.00,0.000000
2025-10-20 12:12:22.555511+09:00,108698.47,108646.85,,HOLD,1000000.00,0.000000
2025-10-20 12:13:22.847361+09:00,108646.26,108650.29,,HOLD,1000000.00,0.000000
2025-10-20 12:14:23.158782+09:00,108665.64,108653.39,,HOLD,1000000.00,0.000000
2025-10-20 12:15:23.465156+09:00,108725.79,108658.99,,HOLD,1000000.00,0.000000
2025-10-20 12:16:23.771134+09:00,108793.30,108666.86,,HOLD,1000000.00,0.000000
2025-10-20 12:17:24.079807+09:00,108809.17,108675.54,,HOLD,1000000.00,0.000000
2025-10-20 12:18:24.394662+09:00,108835.99,108684.32,,HOLD,1000000.00,0.000000
2025-10-20 12:19:24.705043+09:00,108953.98,108695.46,,HOLD,1000000.00,0.000000
2025-10-20 12:20:24.997742+09:00,108842.62,108703.95,,HOLD,1000000.00,0.000000
2025-10-20 12:21:25.311191+09:00,108845.58,108713.39,,HOLD,1000000.00,0.000000
2025-10-20 12:22:25.621897+09:00,108846.29,108724.24,,HOLD,1000000.00,0.000000
2025-10-20 12:23:25.931110+09:00,108774.27,108732.48,,HOLD,1000000.00,0.000000
2025-10-20 12:24:26.244258+09:00,108752.87,108740.31,,HOLD,1000000.00,0.000000
2025-10-20 12:25:26.553536+09:00,108685.66,108744.48,,HOLD,1000000.00,0.000000
2025-10-20 12:26:26.867358+09:00,108693.78,108744.76,,HOLD,1000000.00,0.000000
2025-10-20 12:27:27.177024+09:00,108728.01,108746.55,,HOLD,1000000.00,0.000000
2025-10-20 12:28:27.485018+09:00,108728.14,108747.59,,HOLD,1000000.00,0.000000
2025-10-20 12:29:27.795130+09:00,108726.46,108747.20,,HOLD,1000000.00,0.000000
2025-10-20 12:30:28.104063+09:00,108816.73,108747.76,,HOLD,1000000.00,0.000000
2025-10-20 12:31:28.399365+09:00,108740.11,108748.13,,HOLD,1000000.00,0.000000
2025-10-20 12:32:28.709259+09:00,108782.46,108749.16,,HOLD,1000000.00,0.000000
2025-10-20 12:33:29.016509+09:00,108706.40,108748.49,,HOLD,1000000.00,0.000000
2025-10-20 12:34:29.324016+09:00,108703.37,108747.29,,HOLD,1000000.00,0.000000
2025-10-20 12:35:29.632071+09:00,108702.72,108746.41,,HOLD,1000000.00,0.000000
2025-10-20 12:36:29.941859+09:00,108758.75,108745.03,,HOLD,1000000.00,0.000000
2025-10-20 12:37:30.235836+09:00,108753.48,108743.78,,HOLD,1000000.00,0.000000
2025-10-20 12:38:30.546036+09:00,108743.21,108743.36,,HOLD,1000000.00,0.000000
2025-10-20 12:39:30.858361+09:00,108792.22,108745.07,,HOLD,1000000.00,0.000000
2025-10-20 12:40:31.167682+09:00,108890.58,108746.02,,HOLD,1000000.00,0.000000
2025-10-20 12:41:31.474769+09:00,108891.57,108746.22,,HOLD,1000000.00,0.000000
2025-10-20 12:42:31.784588+09:00,108958.47,108749.48,,HOLD,1000000.00,0.000000
2025-10-20 12:43:32.096041+09:00,109153.29,108757.35,,HOLD,1000000.00,0.000000
2025-10-20 12:44:32.408931+09:00,109130.52,108763.83,,HOLD,1000000.00,0.000000
2025-10-20 12:45:32.720963+09:00,109211.66,108773.30,,HOLD,1000000.00,0.000000
2025-10-20 12:46:33.019332+09:00,109155.00,108781.68,,HOLD,1000000.00,0.000000
2025-10-20 12:47:33.327481+09:00,109137.63,108789.36,,HOLD,1000000.00,0.000000
2025-10-20 12:48:33.634904+09:00,109245.83,108798.32,,HOLD,1000000.00,0.000000
2025-10-20 12:49:33.941408+09:00,109313.67,108809.31,,HOLD,1000000.00,0.000000
2025-10-20 12:50:34.249306+09:00,109626.87,108826.74,,HOLD,1000000.00,0.000000
2025-10-20 12:51:34.556618+09:00,109925.64,108850.37,,HOLD,1000000.00,0.000000
2025-10-20 12:52:34.870142+09:00,110005.16,108875.86,,HOLD,1000000.00,0.000000
2025-10-20 12:53:35.179412+09:00,110023.47,108902.21,,HOLD,1000000.00,0.000000
2025-10-20 12:54:35.486412+09:00,110252.52,108933.60,,HOLD,1000000.00,0.000000
2025-10-20 12:55:35.793884+09:00,110204.53,108963.64,,HOLD,1000000.00,0.000000
2025-10-20 12:56:36.093964+09:00,110278.00,108995.05,,HOLD,1000000.00,0.000000
2025-10-20 12:57:36.406510+09:00,110214.93,109025.90,,HOLD,1000000.00,0.000000
2025-10-20 12:58:36.713716+09:00,110160.72,109056.81,,HOLD,1000000.00,0.000000
2025-10-20 12:59:37.024011+09:00,110166.43,109088.70,,HOLD,1000000.00,0.000000
2025-10-20 13:00:37.333180+09:00,110176.44,109120.10,,HOLD,1000000.00,0.000000
2025-10-20 13:01:37.642347+09:00,110209.14,109151.68,,HOLD,1000000.00,0.000000
2025-10-20 13:02:37.950177+09:00,110133.84,109180.38,,HOLD,1000000.00,0.000000
2025-10-20 13:03:38.264668+09:00,110119.23,109209.84,,HOLD,1000000.00,0.000000
2025-10-20 13:04:38.575440+09:00,110269.58,109241.92,,HOLD,1000000.00,0.000000
2025-10-20 13:05:38.883521+09:00,110336.38,109274.13,,HOLD,1000000.00,0.000000
2025-10-20 13:06:39.192893+09:00,110325.76,109304.78,,HOLD,1000000.00,0.000000
2025-10-20 13:07:39.503429+09:00,110357.99,109335.76,,HOLD,1000000.00,0.000000
2025-10-20 13:08:39.815252+09:00,110211.59,109363.27,,HOLD,1000000.00,0.000000
2025-10-20 13:09:40.123290+09:00,110182.98,109387.85,,HOLD,1000000.00,0.000000
2025-10-20 13:10:40.429794+09:00,110249.56,109415.99,,HOLD,1000000.00,0.000000
2025-10-20 13:11:40.741846+09:00,110295.48,109444.99,,HOLD,1000000.00,0.000000
2025-10-20 13:12:41.050907+09:00,110335.45,109474.77,,HOLD,1000000.00,0.000000
2025-10-20 13:13:41.359435+09:00,110365.31,109506.59,,HOLD,1000000.00,0.000000
2025-10-20 13:14:41.669583+09:00,110363.16,109538.80,,HOLD,1000000.00,0.000000
2025-10-20 13:15:41.958311+09:00,110317.85,109571.44,,HOLD,1000000.00,0.000000
2025-10-20 13:16:42.283826+09:00,110190.10,109601.37,,HOLD,1000000.00,0.000000
2025-10-20 13:17:42.593100+09:00,110219.19,109631.19,,HOLD,1000000.00,0.000000
2025-10-20 13:18:42.902319+09:00,110116.94,109658.97,,HOLD,1000000.00,0.000000
2025-10-20 13:19:43.211358+09:00,110146.75,109687.37,,HOLD,1000000.00,0.000000
2025-10-20 13:20:43.517487+09:00,110155.92,109714.16,,HOLD,1000000.00,0.000000
2025-10-20 13:21:43.829630+09:00,110054.19,109740.44,,HOLD,1000000.00,0.000000
2025-10-20 13:22:44.138046+09:00,110089.90,109766.59,,HOLD,1000000.00,0.000000
2025-10-20 13:23:44.441880+09:00,110018.01,109792.82,,HOLD,1000000.00,0.000000
2025-10-20 13:24:44.750246+09:00,109988.60,109818.52,,HOLD,1000000.00,0.000000
2025-10-20 13:25:45.062805+09:00,109981.10,109844.09,,HOLD,1000000.00,0.000000
2025-10-20 13:26:45.372364+09:00,110029.49,109869.51,,HOLD,1000000.00,0.000000
2025-10-20 13:27:45.680229+09:00,110050.22,109895.44,,HOLD,1000000.00,0.000000
2025-10-20 13:28:45.992958+09:00,110048.43,109921.55,,HOLD,1000000.00,0.000000
2025-10-20 13:29:46.304840+09:00,110056.01,109946.82,,HOLD,1000000.00,0.000000
2025-10-20 13:30:46.618804+09:00,110189.34,109972.80,,HOLD,1000000.00,0.000000
2025-10-20 13:31:46.927876+09:00,110216.87,109999.30,,HOLD,1000000.00,0.000000
2025-10-20 13:32:47.233445+09:00,110293.53,110026.00,,HOLD,1000000.00,0.000000
2025-10-20 13:33:47.540598+09:00,110160.26,110046.14,,HOLD,1000000.00,0.000000
2025-10-20 13:34:47.848249+09:00,110158.98,110066.71,,HOLD,1000000.00,0.000000
2025-10-20 13:35:48.158195+09:00,110149.99,110085.48,,HOLD,1000000.00,0.000000
2025-10-20 13:36:48.471845+09:00,110120.56,110104.79,,HOLD,1000000.00,0.000000
2025-10-20 13:37:48.776561+09:00,110156.73,110125.17,,HOLD,1000000.00,0.000000
2025-10-20 13:38:49.088100+09:00,110231.15,110144.88,,HOLD,1000000.00,0.000000
2025-10-20 13:39:49.390487+09:00,110226.57,110163.14,,HOLD,1000000.00,0.000000
2025-10-20 13:40:49.702923+09:00,110251.65,110175.63,,HOLD,1000000.00,0.000000
2025-10-20 13:41:50.014628+09:00,110233.12,110181.78,,HOLD,1000000.00,0.000000
2025-10-20 13:42:50.327526+09:00,110281.30,110187.30,,HOLD,1000000.00,0.000000
2025-10-20 13:43:50.635750+09:00,110275.06,110192.34,,HOLD,1000000.00,0.000000
2025-10-20 13:44:50.943667+09:00,110251.26,110192.31,,HOLD,1000000.00,0.000000
2025-10-20 13:45:51.251239+09:00,110251.26,110193.25,,HOLD,1000000.00,0.000000
2025-10-20 13:46:51.559259+09:00,110274.97,110193.19,,HOLD,1000000.00,0.000000
2025-10-20 13:47:51.872859+09:00,110273.60,110194.36,108973.03,HOLD,1000000.00,0.000000
2025-10-20 13:48:52.185821+09:00,110274.97,110196.64,108983.50,HOLD,1000000.00,0.000000
2025-10-20 13:49:52.497080+09:00,110229.89,110197.91,108993.72,HOLD,1000000.00,0.000000
2025-10-20 13:50:52.809475+09:00,110212.56,110198.64,109004.30,HOLD,1000000.00,0.000000
2025-10-20 13:51:53.117147+09:00,110221.00,110198.87,109014.63,HOLD,1000000.00,0.000000
2025-10-20 13:52:53.427301+09:00,110277.72,110201.75,109025.19,HOLD,1000000.00,0.000000
2025-10-20 13:53:53.726228+09:00,110301.57,110205.40,109036.16,HOLD,1000000.00,0.000000
2025-10-20 13:54:54.035748+09:00,110322.69,110206.46,109047.69,HOLD,1000000.00,0.000000
2025-10-20 13:55:54.349860+09:00,110383.18,110207.40,109059.60,HOLD,1000000.00,0.000000
2025-10-20 13:56:54.656282+09:00,110453.76,110209.96,109071.71,HOLD,1000000.00,0.000000
2025-10-20 13:57:54.967321+09:00,110409.00,110210.98,109083.40,HOLD,1000000.00,0.000000
2025-10-20 13:58:55.285723+09:00,110419.04,110215.12,109095.55,HOLD,1000000.00,0.000000
2025-10-20 13:59:55.595260+09:00,110442.27,110220.31,109107.66,HOLD,1000000.00,0.000000
2025-10-20 14:00:55.903263+09:00,110326.02,110221.84,109119.42,HOLD,1000000.00,0.000000
2025-10-20 14:01:56.213041+09:00,110320.01,110222.33,109131.09,HOLD,1000000.00,0.000000
2025-10-20 14:02:56.523834+09:00,110377.31,110223.17,109142.83,HOLD,1000000.00,0.000000
2025-10-20 14:03:56.831743+09:00,110322.22,110222.31,109154.00,HOLD,1000000.00,0.000000
2025-10-20 14:04:57.138658+09:00,110325.79,110221.56,109165.03,HOLD,1000000.00,0.000000
2025-10-20 14:05:57.447273+09:00,110300.43,110221.21,109176.14,HOLD,1000000.00,0.000000
2025-10-20 14:06:57.755608+09:00,110331.00,110224.03,109187.39,HOLD,1000000.00,0.000000
2025-10-20 14:07:58.070445+09:00,110417.39,110227.99,109199.10,HOLD,1000000.00,0.000000
2025-10-20 14:08:58.379478+09:00,110427.33,110234.20,109210.91,HOLD,1000000.00,0.000000
2025-10-20 14:09:58.693074+09:00,110452.86,110240.32,109222.63,HOLD,1000000.00,0.000000
2025-10-20 14:10:59.002582+09:00,110411.04,110245.42,109234.06,HOLD,1000000.00,0.000000
2025-10-20 14:11:59.309754+09:00,110389.38,110252.13,109245.12,HOLD,1000000.00,0.000000
2025-10-20 14:12:59.620775+09:00,110407.28,110258.48,109256.46,HOLD,1000000.00,0.000000
2025-10-20 14:13:59.930262+09:00,110462.95,110267.37,109268.32,HOLD,1000000.00,0.000000
2025-10-20 14:15:00.240102+09:00,110544.51,110278.49,109280.61,HOLD,1000000.00,0.000000
2025-10-20 14:16:00.555375+09:00,110507.33,110289.02,109292.43,HOLD,1000000.00,0.000000
2025-10-20 14:17:00.860968+09:00,110506.58,110298.56,109304.26,HOLD,1000000.00,0.000000
2025-10-20 14:18:01.171427+09:00,110484.94,110307.25,109316.13,HOLD,1000000.00,0.000000
2025-10-20 14:19:01.482532+09:00,110450.43,110315.29,109327.73,HOLD,1000000.00,0.000000
2025-10-20 14:20:01.775625+09:00,110507.80,110324.33,109340.00,HOLD,1000000.00,0.000000
2025-10-20 14:21:02.085938+09:00,110647.24,110333.49,109352.96,HOLD,1000000.00,0.000000
2025-10-20 14:22:02.397629+09:00,110573.19,110340.61,109365.96,HOLD,1000000.00,0.000000
2025-10-20 14:23:02.706972+09:00,110658.85,110347.92,109379.54,HOLD,1000000.00,0.000000
2025-10-20 14:24:03.016038+09:00,110693.93,110358.59,109393.51,HOLD,1000000.00,0.000000
2025-10-20 14:25:03.325553+09:00,110689.60,110369.21,109407.00,HOLD,1000000.00,0.000000
2025-10-20 14:26:03.635857+09:00,110651.64,110379.24,109420.43,HOLD,1000000.00,0.000000
2025-10-20 14:27:03.946546+09:00,110580.00,110388.43,109433.74,HOLD,1000000.00,0.000000
2025-10-20 14:28:04.254419+09:00,110586.70,110397.03,109446.82,HOLD,1000000.00,0.000000
2025-10-20 14:29:04.567306+09:00,110573.20,110403.87,109460.22,HOLD,1000000.00,0.000000
2025-10-20 14:30:04.876163+09:00,110570.76,110410.75,109473.55,HOLD,1000000.00,0.000000
2025-10-20 14:31:05.187527+09:00,110680.49,110419.33,109487.47,HOLD,1000000.00,0.000000
2025-10-20 14:32:05.493702+09:00,110696.11,110428.59,109501.40,HOLD,1000000.00,0.000000
2025-10-20 14:33:05.806992+09:00,110723.25,110437.43,109515.71,HOLD,1000000.00,0.000000
2025-10-20 14:34:06.088788+09:00,110784.29,110447.61,109529.71,HOLD,1000000.00,0.000000
2025-10-20 14:35:06.402285+09:00,110714.36,110456.87,109543.03,HOLD,1000000.00,0.000000
2025-10-20 14:36:06.717669+09:00,110728.58,110466.42,109556.63,HOLD,1000000.00,0.000000
2025-10-20 14:37:07.029497+09:00,110761.75,110476.16,109570.03,HOLD,1000000.00,0.000000
2025-10-20 14:38:07.337227+09:00,110766.43,110486.01,109582.49,HOLD,1000000.00,0.000000
2025-10-20 14:39:07.634399+09:00,110771.24,110495.94,109594.32,HOLD,1000000.00,0.000000
2025-10-20 14:40:07.943932+09:00,110692.21,110505.18,109605.80,HOLD,1000000.00,0.000000
2025-10-20 14:41:08.257616+09:00,110686.40,110514.66,109617.63,HOLD,1000000.00,0.000000
2025-10-20 14:42:08.571953+09:00,110666.01,110523.56,109628.77,HOLD,1000000.00,0.000000
2025-10-20 14:43:08.883993+09:00,110697.52,110531.96,109640.24,HOLD,1000000.00,0.000000
2025-10-20 14:44:09.192301+09:00,110720.00,110540.33,109651.46,HOLD,1000000.00,0.000000
2025-10-20 14:45:09.501159+09:00,110796.75,110549.81,109662.90,HOLD,1000000.00,0.000000
2025-10-20 14:46:09.810142+09:00,110808.92,110558.32,109674.71,HOLD,1000000.00,0.000000
2025-10-20 14:47:10.121186+09:00,110739.68,110564.04,109686.41,HOLD,1000000.00,0.000000
2025-10-20 14:48:10.429906+09:00,110762.33,110571.11,109698.35,HOLD,1000000.00,0.000000
2025-10-20 14:49:10.743126+09:00,110803.67,110578.80,109710.38,HOLD,1000000.00,0.000000
2025-10-20 14:50:11.053644+09:00,110883.20,110587.62,109722.81,HOLD,1000000.00,0.000000
2025-10-20 14:51:11.363441+09:00,110832.53,110597.75,109734.88,HOLD,1000000.00,0.000000
2025-10-20 14:52:11.672856+09:00,110821.96,110607.79,109747.12,HOLD,1000000.00,0.000000
2025-10-20 14:53:11.978219+09:00,110860.85,110617.46,109759.91,HOLD,1000000.00,0.000000
2025-10-20 14:54:12.295022+09:00,110964.44,110630.30,109772.92,HOLD,1000000.00,0.000000
2025-10-20 14:55:12.605494+09:00,111004.52,110643.88,109786.14,HOLD,1000000.00,0.000000
2025-10-20 14:56:12.910718+09:00,111034.00,110658.55,109798.92,HOLD,1000000.00,0.000000
2025-10-20 14:57:13.225303+09:00,110949.99,110670.93,109810.27,HOLD,1000000.00,0.000000
2025-10-20 14:58:13.534079+09:00,110914.42,110680.87,109821.65,HOLD,1000000.00,0.000000
2025-10-20 14:59:13.846787+09:00,111000.00,110692.32,109833.27,HOLD,1000000.00,0.000000
2025-10-20 15:00:14.159340+09:00,111026.53,110703.80,109844.67,HOLD,1000000.00,0.000000
2025-10-20 15:01:14.478936+09:00,111031.70,110716.21,109855.89,HOLD,1000000.00,0.000000
2025-10-20 15:02:14.790227+09:00,111060.74,110729.64,109867.58,HOLD,1000000.00,0.000000
2025-10-20 15:03:15.099367+09:00,111126.46,110744.02,109879.56,HOLD,1000000.00,0.000000
2025-10-20 15:04:15.389531+09:00,111048.93,110755.74,109891.11,HOLD,1000000.00,0.000000
2025-10-20 15:05:15.703600+09:00,111189.94,110768.65,109903.24,HOLD,1000000.00,0.000000
2025-10-20 15:06:16.011449+09:00,111170.01,110781.90,109915.35,HOLD,1000000.00,0.000000
2025-10-20 15:07:16.321402+09:00,111096.93,110793.71,109926.70,HOLD,1000000.00,0.000000
2025-10-20 15:08:16.626486+09:00,111036.74,110804.74,109937.81,HOLD,1000000.00,0.000000
2025-10-20 15:09:16.935997+09:00,111123.86,110818.21,109949.60,HOLD,1000000.00,0.000000
2025-10-20 15:10:17.244420+09:00,111143.50,110830.93,109961.79,HOLD,1000000.00,0.000000
2025-10-20 15:11:17.555455+09:00,111176.73,110841.52,109973.46,HOLD,1000000.00,0.000000
2025-10-20 15:12:17.866405+09:00,111204.55,110854.14,109985.07,HOLD,1000000.00,0.000000
2025-10-20 15:13:18.179891+09:00,111202.20,110865.01,109997.10,HOLD,1000000.00,0.000000
2025-10-20 15:14:18.490060+09:00,111208.43,110875.30,110009.35,HOLD,1000000.00,0.000000
2025-10-20 15:15:18.800136+09:00,111196.32,110885.44,110021.30,HOLD,1000000.00,0.000000
2025-10-20 15:16:19.092380+09:00,111166.21,110895.73,110033.44,HOLD,1000000.00,0.000000
2025-10-20 15:17:19.402366+09:00,111245.59,110909.04,110045.98,HOLD,1000000.00,0.000000
2025-10-20 15:18:19.712642+09:00,111225.56,110921.82,110058.34,HOLD,1000000.00,0.000000
2025-10-20 15:19:20.021625+09:00,111260.93,110935.57,110070.66,HOLD,1000000.00,0.000000
2025-10-20 15:20:20.335706+09:00,111230.07,110948.76,110082.99,HOLD,1000000.00,0.000000
